"CountryCode","SeriesCode","DESCRIPTION",
"GTM","IT.NET.BBND.P2","Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).",
"GTM","IT.NET.USER.ZS","Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).",
"GTM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"GTM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"GTM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GTM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"GTM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GUM","IT.CEL.SETS.P2","Guam Telephone Authority.",
"GUM","IT.MLT.MAIN.P2","Guam Telephone Authority.",
"GUM","IT.NET.BBND.P2","Guam Telephone Authority.",
"GUM","IT.NET.USER.ZS","Guam Telephone Authority.",
"GUM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"GUM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"GUM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GUM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"GUM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"GUY","IT.CEL.SETS.P2","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","IT.MLT.MAIN.P2","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","IT.NET.BBND.P2","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","IT.NET.USER.ZS","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"GUY","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"GUY","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"GUY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"GUY","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"GUY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HKG","IT.CEL.SETS.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","IT.MLT.MAIN.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","IT.NET.BBND.P2","Office of the Telecommunications Authority (OFTA).",
"HKG","IT.NET.USER.ZS","Office of the Telecommunications Authority (OFTA).",
"HKG","SP.DYN.LE00.FE.IN","Data sources : Census and Statistics Department, United Nations World Population Prospects",
"HKG","SP.DYN.LE00.MA.IN","Data sources : Census and Statistics Department, United Nations World Population Prospects",
"HKG","SP.DYN.TFRT.IN","Data sources : Census and Statistics Department, United Nations World Population Prospects",
"HKG","SP.POP.GROW","Data sources: Census and Statistics Department",
"HKG","SP.POP.TOTL","Data sources : Census and Statistics Department",
"HND","IT.CEL.SETS.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","IT.MLT.MAIN.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","IT.NET.BBND.P2","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","IT.NET.USER.ZS","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"HND","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"HND","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"HND","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"HND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HRV","IT.CEL.SETS.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","IT.MLT.MAIN.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","IT.NET.BBND.P2","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","IT.NET.USER.ZS","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","SP.DYN.LE00.FE.IN","Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SP.DYN.LE00.MA.IN","Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SP.DYN.TFRT.IN","Data sources : Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HRV","SP.POP.GROW","Data sources: Croatian Bureau of Statistics, Council of Europe",
"HRV","SP.POP.TOTL","Data sources : Croatian Bureau of Statistics, Council of Europe",
"HTI","IT.CEL.SETS.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","IT.MLT.MAIN.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","IT.NET.BBND.P2","Conseil National des Télécommunications (CONATEL).",
"HTI","IT.NET.USER.ZS","Conseil National des Télécommunications (CONATEL).",
"HTI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"HTI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HUN","IT.CEL.SETS.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.MLT.MAIN.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.NET.BBND.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.NET.USER.ZS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Hungarian Central Statistical Office",
"HUN","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Hungarian Central Statistical Office",
"HUN","SP.DYN.TFRT.IN","Data sources : Eurostat",
"HUN","SP.POP.GROW","Data sources : Eurostat",
"HUN","SP.POP.TOTL","Data sources : Eurostat",
"IDN","IT.CEL.SETS.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.MLT.MAIN.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.NET.BBND.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.NET.USER.ZS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IDN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IMN","SP.DYN.LE00.FE.IN","Data sources : CIA World Fact book",
"IMN","SP.DYN.LE00.MA.IN","Data sources : CIA World Fact book",
"IMN","SP.DYN.TFRT.IN","Data sources : CIA World Fact book",
"IMN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IMN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IND","IT.CEL.SETS.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.MLT.MAIN.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.NET.BBND.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.NET.USER.ZS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IND","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IND","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IND","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRL","IT.CEL.SETS.P2","Commission for Communications Regulation.",
"IRL","IT.MLT.MAIN.P2","Commission for Communications Regulation.",
"IRL","IT.NET.BBND.P2","Commission for Communications Regulation.",
"IRL","IT.NET.USER.ZS","Commission for Communications Regulation.",
"IRL","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"IRL","SP.POP.GROW","Data sources : Eurostat",
"IRL","SP.POP.TOTL","Data sources : Eurostat",
"IRN","IT.CEL.SETS.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.MLT.MAIN.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.NET.BBND.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.NET.USER.ZS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IRN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRQ","IT.CEL.SETS.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.MLT.MAIN.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.NET.BBND.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.NET.USER.ZS","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"IRQ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ISL","IT.CEL.SETS.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","IT.MLT.MAIN.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","IT.NET.BBND.P2","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","IT.NET.USER.ZS","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"ISL","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"ISL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"ISL","SP.POP.GROW","Data sources : Eurostat",
"ISL","SP.POP.TOTL","Data sources : Eurostat",
"ISR","IT.CEL.SETS.P2","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","IT.MLT.MAIN.P2","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","IT.NET.BBND.P2","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","IT.NET.USER.ZS","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","SP.DYN.LE00.FE.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.DYN.LE00.MA.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.DYN.TFRT.IN","Data sources : Central Bureau of Statistics",
"ISR","SP.POP.GROW","Data sources: Central Bureau of Statistics",
"ISR","SP.POP.TOTL","Data sources : Central Bureau of Statistics",
"ITA","IT.CEL.SETS.P2","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","IT.MLT.MAIN.P2","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","IT.NET.BBND.P2","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","IT.NET.USER.ZS","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","SP.DYN.LE00.FE.IN","Data sources : Eurostat, INED",
"ITA","SP.DYN.LE00.MA.IN","Data sources : Eurostat, INED",
"ITA","SP.DYN.TFRT.IN","Data sources : Eurostat",
"ITA","SP.POP.GROW","Data sources : Eurostat",
"ITA","SP.POP.TOTL","Data sources : Eurostat",
"JAM","IT.CEL.SETS.P2","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JAM","IT.MLT.MAIN.P2","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JAM","IT.NET.BBND.P2","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JAM","IT.NET.USER.ZS","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JAM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"JAM","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"JAM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"JOR","IT.CEL.SETS.P2","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JOR","IT.MLT.MAIN.P2","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JOR","IT.NET.BBND.P2","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JOR","IT.NET.USER.ZS","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JOR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"JOR","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"JOR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"JPN","IT.CEL.SETS.P2","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.MLT.MAIN.P2","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.BBND.P2","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","IT.NET.USER.ZS","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","SP.DYN.LE00.FE.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.LE00.MA.IN","Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau",
